"seq","id","date","number_passengers","duration"
"704",791,1995-05-12,91,1.0256268
"705",792,1995-05-13,44,2.0651028
"706",793,1995-05-13,44,2.094237
"707",794,1995-05-13,89,1.0280437
"708",795,1995-05-13,83,1.036925
"709",796,1995-05-13,85,1.1027348
"710",797,1995-05-13,85,1.1082547
"711",798,1995-05-14,44,2.1100504
"712",799,1995-05-14,44,2.056872
"713",801,1995-05-14,45,1.9828832
"714",803,1995-05-14,92,0.9844424
"715",804,1995-05-15,44,2.0221097
"716",805,1995-05-15,47,1.9906086
"717",806,1995-05-15,44,2.066152
"718",807,1995-05-15,38,2.0534856
"719",808,1995-05-15,88,0.9925304
"720",809,1995-05-15,87,1.0174885
"721",810,1995-05-16,44,2.0903468
"722",811,1995-05-16,45,2.0700743
"723",813,1995-05-16,90,1.0463154
"724",815,1995-05-16,87,1.0894684
"725",816,1995-05-17,45,2.073299
"726",817,1995-05-17,45,2.0350595
"727",818,1995-05-17,90,1.007367
"728",819,1995-05-17,92,0.9941837
"729",821,1995-05-17,93,1.0466579
"730",822,1995-05-18,45,1.9805417
"731",823,1995-05-18,44,2.0058045
"732",824,1995-05-18,85,1.0946325
"733",826,1995-05-18,87,1.0640739
"734",827,1995-05-18,88,1.0425586
"735",828,1995-05-19,47,2.0521674
"736",829,1995-05-19,43,2.0709484
"737",830,1995-05-19,92,1.0497547
"738",831,1995-05-19,84,1.0160061
"739",832,1995-05-19,88,0.9908762
"740",833,1995-05-19,90,0.99918187
"741",834,1995-05-20,38,2.1757846
"742",835,1995-05-20,44,2.0363648
"743",836,1995-05-20,87,1.0829301
"744",837,1995-05-20,89,1.0793585
"745",838,1995-05-20,87,1.0747595
"746",839,1995-05-20,88,1.0672535
"747",840,1995-05-21,47,1.963068
"748",841,1995-05-21,43,2.0702188
"749",842,1995-05-21,42,2.0006142
"750",843,1995-05-21,43,1.9094936
"751",844,1995-05-21,86,1.059693
"752",845,1995-05-21,88,1.0309931
"753",847,1995-05-22,44,2.074565
"754",848,1995-05-22,44,1.9831731
"755",850,1995-05-22,90,1.1320724
"756",851,1995-05-22,86,1.0952795
"757",852,1995-05-23,46,2.0882645
"758",853,1995-05-23,45,2.037843
"759",854,1995-05-23,84,1.0383016
"760",855,1995-05-23,88,1.0786551
"761",856,1995-05-23,90,1.0533564
"762",857,1995-05-23,90,1.0489603
"763",864,1995-05-25,44,2.1594226
"764",865,1995-05-25,48,2.1425326
"765",867,1995-05-25,89,1.0208614
"766",868,1995-05-25,88,1.0449672
"767",869,1995-05-25,92,1.0403032
"768",870,1995-05-26,45,2.1052227
"769",871,1995-05-26,49,1.9770105
"770",872,1995-05-26,95,1.0541182
"771",873,1995-05-26,91,1.042076
"772",874,1995-05-26,89,1.075235
"773",876,1995-05-27,45,2.0151036
"774",877,1995-05-27,45,1.938025
"775",878,1995-05-27,85,1.0566229
"776",879,1995-05-27,88,1.0618722
"777",880,1995-05-27,91,1.0277214
"778",881,1995-05-27,88,1.0625516
"779",882,1995-05-28,45,2.0364246
"780",883,1995-05-28,45,1.9900204
"781",884,1995-05-28,45,2.1731956
"782",885,1995-05-28,45,2.1377919
"783",886,1995-05-28,88,1.0553108
"784",887,1995-05-28,91,1.0256996
"785",888,1995-05-29,41,1.9871318
"786",889,1995-05-29,49,1.9769757
"787",890,1995-05-29,44,1.9204221
"788",891,1995-05-29,44,2.0600548
"789",892,1995-05-29,91,0.9988506
"790",893,1995-05-29,86,1.0962479
"791",894,1995-05-30,43,2.229049
"792",895,1995-05-30,43,2.2241118
"793",896,1995-05-30,80,1.1831996
"794",897,1995-05-30,80,1.179631
"795",898,1995-05-30,81,1.155366
"796",899,1995-05-30,80,1.177652
"797",900,1995-05-31,44,1.9335872
"798",902,1995-05-31,91,1.0436966
"799",903,1995-05-31,89,1.0338242
"800",904,1995-05-31,89,1.0349706
"801",906,1995-06-01,43,2.0493226
"802",907,1995-06-01,44,2.0978425
"803",908,1995-06-01,83,1.1087295
"804",909,1995-06-01,87,1.0488981
"805",910,1995-06-01,89,1.0142754
"806",911,1995-06-01,88,1.0628781
"807",912,1995-06-02,42,2.1527376
"808",913,1995-06-02,41,2.1664634
"809",914,1995-06-02,87,1.103401
"810",915,1995-06-02,84,1.1128303
"811",916,1995-06-02,85,1.1417546
"812",917,1995-06-02,89,1.0621928
"813",920,1995-06-03,79,1.1827451
"814",921,1995-06-03,85,1.0649624
"815",922,1995-06-03,82,1.0633572
"816",923,1995-06-03,83,1.0934203
"817",925,1995-06-04,45,2.0112433
"818",926,1995-06-04,46,2.010433
"819",927,1995-06-04,45,1.8813514
"820",928,1995-06-04,89,1.0051004
"821",929,1995-06-04,90,1.0395159
"822",936,1995-06-06,45,1.9206496
"823",937,1995-06-06,45,2.027129
"824",938,1995-06-06,89,1.050709
"825",939,1995-06-06,94,1.0196126
"826",940,1995-06-06,92,1.027993
"827",941,1995-06-06,92,1.0302036
"828",942,1995-06-07,41,2.0194762
"829",943,1995-06-07,45,2.0912461
"830",944,1995-06-07,87,1.0887804
"831",945,1995-06-07,90,1.0601283
"832",946,1995-06-07,88,1.1149161
"833",947,1995-06-07,93,1.0110766
"834",948,1995-06-08,45,2.18907
"835",949,1995-06-08,48,2.0907636
"836",950,1995-06-08,90,1.0551859
"837",951,1995-06-08,90,1.0524226
"838",952,1995-06-08,90,1.0179912
"839",953,1995-06-08,91,1.0389549
"840",954,1995-06-09,44,1.9396528
"841",956,1995-06-09,89,1.0164077
"842",957,1995-06-09,94,0.9581308
"843",958,1995-06-09,89,1.0356643
"844",959,1995-06-09,90,1.0299603
"845",960,1995-06-10,44,2.1748905
"846",961,1995-06-10,44,2.1697555
"847",962,1995-06-10,87,1.0853642
"848",963,1995-06-10,80,1.0781013
"849",964,1995-06-10,82,1.0405216
"850",965,1995-06-10,84,1.134712
"851",966,1995-06-11,44,2.1659005
"852",967,1995-06-11,41,2.186794
"853",968,1995-06-11,42,1.9641957
"854",969,1995-06-11,37,2.0945344
"855",970,1995-06-11,87,1.1512141
"856",971,1995-06-11,74,1.1407301
"857",972,1995-06-12,49,2.0639832
"858",973,1995-06-12,45,1.9699085
"859",974,1995-06-12,48,1.9557678
"860",976,1995-06-12,92,1.0459826
"861",977,1995-06-12,93,0.982137
"862",978,1995-06-13,45,2.0608501
"863",979,1995-06-13,47,1.9253526
"864",980,1995-06-13,90,1.0494493
"865",981,1995-06-13,90,1.0386147
"866",982,1995-06-13,91,1.0433627
"867",983,1995-06-13,91,0.99903166
"868",984,1995-06-14,45,2.0928655
"869",985,1995-06-14,45,2.0450003
"870",986,1995-06-14,88,1.0215178
"871",987,1995-06-14,89,1.0688809
"872",988,1995-06-14,89,1.0688175
"873",989,1995-06-14,90,1.0901198
"874",990,1995-06-15,43,2.0221703
"875",991,1995-06-15,49,2.0487614
"876",992,1995-06-15,88,1.1131411
"877",993,1995-06-15,91,1.0500131
"878",994,1995-06-15,83,1.0583084
"879",995,1995-06-15,92,1.0325001
"880",996,1995-06-16,42,1.9300053
"881",997,1995-06-16,44,2.0836208
"882",998,1995-06-16,89,1.01796
"883",999,1995-06-16,91,0.9860294
"884",1001,1995-06-16,90,1.0120887
"885",1002,1995-06-17,47,2.1250644
"886",1004,1995-06-17,96,0.94236165
"887",1005,1995-06-17,98,0.99863636
"888",1006,1995-06-17,92,1.0267667
"889",1007,1995-06-17,93,1.0081166
"890",1008,1995-06-18,44,1.9732624
"891",1009,1995-06-18,44,1.9909118
"892",1010,1995-06-18,43,2.0779383
"893",1011,1995-06-18,43,1.9575626
"894",1012,1995-06-18,92,1.0306312
"895",1014,1995-06-19,45,1.9373025
"896",1015,1995-06-19,45,2.1013165
"897",1016,1995-06-19,45,1.9464691
"898",1017,1995-06-19,45,1.9508585
"899",1018,1995-06-19,94,1.0405399
"900",1019,1995-06-19,89,1.041175
"901",1020,1995-06-20,47,2.0228956
"902",1021,1995-06-20,45,1.9243537
"903",1022,1995-06-20,94,1.0237268
"904",1023,1995-06-20,98,0.9850601
"905",1024,1995-06-20,93,1.0123291
"906",1025,1995-06-20,95,1.0081637
"907",1026,1995-06-21,45,2.1046402
"908",1028,1995-06-21,88,1.0798967
"909",1029,1995-06-21,87,1.0954955
"910",1030,1995-06-21,87,1.1149505
"911",1031,1995-06-21,87,1.1145233
"912",1032,1995-06-22,45,2.1290605
"913",1033,1995-06-22,45,2.0312335
"914",1034,1995-06-22,89,1.0678227
"915",1035,1995-06-22,91,1.0891544
"916",1036,1995-06-22,85,1.0769591
"917",1037,1995-06-22,87,1.0457399
"918",1038,1995-06-23,46,2.0510547
"919",1039,1995-06-23,44,2.0110438
"920",1040,1995-06-23,91,1.0279479
"921",1041,1995-06-23,95,1.0660448
"922",1042,1995-06-23,88,1.1010414
"923",1043,1995-06-23,92,1.0182673
"924",1044,1995-06-24,45,2.0775385
"925",1045,1995-06-24,45,2.0882096
"926",1046,1995-06-24,90,1.0682137
"927",1047,1995-06-24,91,1.0454235
"928",1049,1995-06-24,89,1.0721332
"929",1050,1995-06-25,44,1.9934987
"930",1051,1995-06-25,44,2.0501614
"931",1055,1995-06-25,91,0.98469067
"932",1056,1995-06-26,45,2.1383886
"933",1057,1995-06-26,46,2.080512
"934",1058,1995-06-26,44,2.101271
"935",1059,1995-06-26,44,1.9102453
"936",1060,1995-06-26,87,0.99807054
"937",1061,1995-06-26,91,1.0929651
"938",1062,1995-06-27,44,1.9693083
"939",1063,1995-06-27,45,2.0605626
"940",1064,1995-06-27,92,1.0820024
"941",1065,1995-06-27,88,1.0490547
"942",1066,1995-06-27,87,1.1004442
"943",1067,1995-06-27,88,1.0826627
"944",1068,1995-06-28,41,2.073969
"945",1069,1995-06-28,40,2.0350869
"946",1070,1995-06-28,89,1.0361842
"947",1071,1995-06-28,87,1.07556
"948",1072,1995-06-28,89,1.0386556
"949",1073,1995-06-28,90,1.1483486
"950",1074,1995-06-29,43,2.1076465
"951",1075,1995-06-29,41,2.1061795
"952",1076,1995-06-29,79,1.0333304
"953",1077,1995-06-29,82,1.1453596
"954",1078,1995-06-29,81,1.1033499
"955",1079,1995-06-29,75,1.071165
"956",1080,1995-06-30,44,2.0222204
"957",1081,1995-06-30,48,2.141169
"958",1082,1995-06-30,91,0.99679697
"959",1083,1995-06-30,89,1.0197014
"960",1084,1995-06-30,90,1.0531372
"961",1085,1995-06-30,90,1.0676908
"962",1086,1995-07-01,43,2.0784025
"963",1087,1995-07-01,43,2.1293108
"964",1088,1995-07-01,88,1.079882
"965",1089,1995-07-01,84,1.0434972
"966",1090,1995-07-01,83,1.034439
"967",1091,1995-07-01,83,1.0650185
"968",1092,1995-07-02,48,2.0591464
"969",1093,1995-07-02,45,2.0358236
"970",1094,1995-07-02,46,1.9725107
"971",1095,1995-07-02,45,2.0709875
"972",1096,1995-07-02,90,0.9781467
"973",1097,1995-07-02,93,0.974627
"974",1098,1995-07-03,45,2.1678135
"975",1099,1995-07-03,45,2.075869
"976",1100,1995-07-03,45,2.1158848
"977",1101,1995-07-03,44,2.148308
"978",1102,1995-07-03,89,1.0541869
"979",1103,1995-07-03,86,1.0487393
"980",1104,1995-07-04,41,2.220458
"981",1106,1995-07-04,75,1.178279
"982",1107,1995-07-04,83,1.1658567
"983",1108,1995-07-04,69,1.1735282
"984",1109,1995-07-04,83,1.1788126
"985",1110,1995-07-05,46,2.1063552
"986",1111,1995-07-05,46,2.1155305
"987",1112,1995-07-05,91,1.0174177
"988",1113,1995-07-05,89,1.1058277
"989",1114,1995-07-05,91,1.0755286
"990",1115,1995-07-05,90,1.0920448
"991",1117,1995-07-06,43,1.9579298
"992",1118,1995-07-06,91,1.0449988
"993",1119,1995-07-06,92,1.0210848
"994",1120,1995-07-06,90,1.0523438
"995",1121,1995-07-06,89,1.1280231
"996",1122,1995-07-07,44,1.999156
"997",1123,1995-07-07,38,2.0735548
"998",1124,1995-07-07,90,1.0080211
"999",1126,1995-07-07,87,1.0798398
"1000",1127,1995-07-07,88,0.97997636
"1001",1128,1995-07-08,44,2.1748948
"1002",1129,1995-07-08,44,2.0767717
"1003",1130,1995-07-08,86,1.0725172
"1004",1131,1995-07-08,86,1.0754359
"1005",1132,1995-07-08,87,1.0564009
"1006",1133,1995-07-08,90,1.0975568
"1007",1134,1995-07-09,46,2.0999582
"1008",1136,1995-07-09,45,2.0908754
"1009",1137,1995-07-09,44,2.0018284
"1010",1138,1995-07-09,92,1.0523854
"1011",1139,1995-07-09,90,1.014592
"1012",1140,1995-07-10,48,1.9901602
"1013",1141,1995-07-10,45,1.9630667
"1014",1142,1995-07-10,46,1.9027274
"1015",1143,1995-07-10,48,1.9581282
"1016",1144,1995-07-10,93,1.020752
"1017",1145,1995-07-10,89,1.0206684
"1018",1152,1995-07-12,43,1.9622445
"1019",1153,1995-07-12,44,2.1137774
"1020",1154,1995-07-12,91,1.0483918
"1021",1155,1995-07-12,92,1.0240035
"1022",1156,1995-07-12,93,1.0488398
"1023",1157,1995-07-12,92,1.0863402
"1024",1158,1995-07-13,47,1.9957118
"1025",1159,1995-07-13,45,2.051615
"1026",1160,1995-07-13,84,1.1280458
"1027",1161,1995-07-13,92,1.0446644
"1028",1162,1995-07-13,91,1.0959055
"1029",1163,1995-07-13,90,1.0892884
"1030",1164,1995-07-14,45,2.0492232
"1031",1165,1995-07-14,45,2.06187
"1032",1166,1995-07-14,91,1.003638
"1033",1167,1995-07-14,93,0.95909846
"1034",1168,1995-07-14,96,0.96831936
"1035",1169,1995-07-14,91,0.9109604
"1036",1170,1995-07-15,45,2.1089523
"1037",1171,1995-07-15,44,2.100385
"1038",1172,1995-07-15,88,1.0376966
"1039",1173,1995-07-15,91,1.0527351
"1040",1174,1995-07-15,89,1.0604932
"1041",1175,1995-07-15,86,1.0356593
"1042",1176,1995-07-16,44,2.0973756
"1043",1177,1995-07-16,47,2.1061983
"1044",1178,1995-07-16,44,1.9175416
"1045",1179,1995-07-16,44,1.9435095
"1046",1180,1995-07-16,93,1.0093843
"1047",1181,1995-07-16,93,1.0076772
"1048",1188,1995-07-18,46,2.1170633
"1049",1189,1995-07-18,48,1.9959869
"1050",1190,1995-07-18,91,1.0653889
"1051",1191,1995-07-18,92,1.0518845
"1052",1192,1995-07-18,93,1.051349
"1053",1195,1995-07-19,46,2.1185973
"1054",1196,1995-07-19,87,1.1312824
"1055",1197,1995-07-19,99,1.0555906
"1056",1198,1995-07-19,91,1.0958091
"1057",1199,1995-07-19,91,1.0556223
"1058",1200,1995-07-20,43,2.1946404
"1059",1201,1995-07-20,46,2.0620291
"1060",1202,1995-07-20,90,1.029219
"1061",1203,1995-07-20,84,1.0950772
"1062",1205,1995-07-20,94,1.0716031
"1063",1206,1995-07-21,46,1.9987545
"1064",1207,1995-07-21,46,2.021907
"1065",1208,1995-07-21,92,1.0233626
"1066",1209,1995-07-21,97,1.0191121
"1067",1210,1995-07-21,90,1.0846887
"1068",1211,1995-07-21,97,1.0799661
"1069",1212,1995-07-22,43,2.0968633
"1070",1213,1995-07-22,50,2.1098793
"1071",1214,1995-07-22,91,0.9990098
"1072",1215,1995-07-22,92,0.9938824
"1073",1216,1995-07-22,87,1.0099572
"1074",1217,1995-07-22,92,1.069148
"1075",1218,1995-07-23,44,2.0592482
"1076",1219,1995-07-23,48,1.943082
"1077",1220,1995-07-23,46,2.1231718
"1078",1221,1995-07-23,44,2.0327482
"1079",1222,1995-07-23,88,1.0585395
"1080",1223,1995-07-23,86,1.023167
"1081",1224,1995-07-24,44,2.08646
"1082",1225,1995-07-24,44,2.0465932
"1083",1226,1995-07-24,44,2.0223627
"1084",1227,1995-07-24,46,1.9955064
"1085",1228,1995-07-24,87,0.98398894
"1086",1229,1995-07-24,89,1.0337777
"1087",1231,1995-07-25,43,2.0555377
"1088",1232,1995-07-25,90,1.0695738
"1089",1233,1995-07-25,82,1.0455915
"1090",1234,1995-07-25,87,1.0585427
"1091",1235,1995-07-25,87,1.1028792
"1092",1236,1995-07-26,46,2.1365352
"1093",1237,1995-07-26,46,2.0438886
"1094",1238,1995-07-26,98,1.0170085
"1095",1239,1995-07-26,92,1.034104
"1096",1240,1995-07-26,98,1.0290642
"1097",1241,1995-07-26,87,1.1352007
"1098",1242,1995-07-27,44,2.0070345
"1099",1243,1995-07-27,44,2.062939
"1100",1244,1995-07-27,95,0.9663541
"1101",1245,1995-07-27,89,1.0445111
"1102",1246,1995-07-27,91,1.0050248
"1103",1247,1995-07-27,89,1.0236002
"1104",1248,1995-07-28,42,2.087372
"1105",1250,1995-07-28,89,1.1413052
"1106",1251,1995-07-28,88,1.1105096
"1107",1252,1995-07-28,92,1.0913662
"1108",1253,1995-07-28,87,1.1197128
"1109",1254,1995-07-29,45,1.9395877
"1110",1255,1995-07-29,41,2.0687745
"1111",1256,1995-07-29,87,1.1042608
"1112",1257,1995-07-29,86,1.0832831
"1113",1258,1995-07-29,87,1.1173989
"1114",1260,1995-07-30,43,2.0589497
"1115",1261,1995-07-30,43,2.170148
"1116",1262,1995-07-30,45,2.2053926
"1117",1263,1995-07-30,43,2.1135948
"1118",1264,1995-07-30,89,1.1542865
"1119",1265,1995-07-30,84,1.112673
"1120",1266,1995-07-31,44,2.0520031
"1121",1267,1995-07-31,45,1.9771866
"1122",1268,1995-07-31,44,2.002626
"1123",1269,1995-07-31,44,2.070419
"1124",1270,1995-07-31,94,1.0457269
"1125",1271,1995-07-31,86,1.0903938
"1126",1273,1995-08-01,47,2.0184898
"1127",1274,1995-08-01,86,1.1013596
"1128",1275,1995-08-01,85,1.1210724
"1129",1276,1995-08-01,90,1.1114943
"1130",1277,1995-08-01,90,1.0127718
"1131",1278,1995-08-02,43,2.095489
"1132",1279,1995-08-02,47,1.9266301
"1133",1280,1995-08-02,86,1.0460234
"1134",1281,1995-08-02,94,0.971126
"1135",1282,1995-08-02,85,1.0586859
"1136",1283,1995-08-02,87,1.0057003
"1137",1284,1995-08-03,46,2.0653017
"1138",1285,1995-08-03,47,2.090464
"1139",1286,1995-08-03,93,1.0879506
"1140",1287,1995-08-03,94,1.0105641
"1141",1288,1995-08-03,89,1.0936116
"1142",1289,1995-08-03,91,1.0593889
"1143",1290,1995-08-04,40,2.1112866
"1144",1291,1995-08-04,46,2.1785772
"1145",1292,1995-08-04,82,1.0741248
"1146",1293,1995-08-04,87,1.1439362
"1147",1294,1995-08-04,81,1.1381686
"1148",1296,1995-08-05,47,2.078689
"1149",1297,1995-08-05,44,1.9307065
"1150",1298,1995-08-05,86,1.0394979
"1151",1299,1995-08-05,90,1.0164913
"1152",1300,1995-08-05,89,1.0489457
"1153",1301,1995-08-05,91,1.0224162
"1154",1302,1995-08-06,45,1.980169
"1155",1303,1995-08-06,46,2.0666904
"1156",1304,1995-08-06,47,1.9655671
"1157",1305,1995-08-06,46,1.9010155
"1158",1306,1995-08-06,88,1.063685
"1159",1307,1995-08-06,91,1.0279375
"1160",1308,1995-08-07,45,2.1156921
"1161",1309,1995-08-07,44,1.9890131
"1162",1310,1995-08-07,47,2.0938404
"1163",1311,1995-08-07,44,2.0056682
"1164",1320,1995-08-09,45,2.0410485
"1165",1321,1995-08-09,45,1.9976418
"1166",1322,1995-08-09,89,1.0453924
"1167",1323,1995-08-09,86,1.087088
"1168",1324,1995-08-09,88,1.0846741
"1169",1325,1995-08-09,90,1.0384697
"1170",1326,1995-08-10,41,2.0668135
"1171",1327,1995-08-10,41,1.9195907
"1172",1328,1995-08-10,84,1.0414279
"1173",1329,1995-08-10,88,1.0725727
"1174",1330,1995-08-10,89,1.0102451
"1175",1331,1995-08-10,83,1.1017672
"1176",1332,1995-08-11,46,2.0807495
"1177",1333,1995-08-11,42,2.0496852
"1178",1334,1995-08-11,86,1.0611681
"1179",1335,1995-08-11,88,1.065273
"1180",1336,1995-08-11,84,1.1108176
"1181",1337,1995-08-11,86,1.0659808
"1182",1338,1995-08-12,42,2.0792034
"1183",1339,1995-08-12,45,2.104283
"1184",1340,1995-08-12,93,0.9836823
"1185",1341,1995-08-12,91,1.0104119
"1186",1342,1995-08-12,89,1.0558258
"1187",1343,1995-08-12,92,1.0063993
"1188",1344,1995-08-13,43,2.0763338
"1189",1345,1995-08-13,43,2.2000623
"1190",1346,1995-08-13,43,2.2197945
"1191",1347,1995-08-13,43,2.0640287
"1192",1348,1995-08-13,81,1.1448183
"1193",1349,1995-08-13,83,1.1161165
"1194",1350,1995-08-14,44,2.0151355
"1195",1351,1995-08-14,46,1.9584866
"1196",1352,1995-08-14,47,2.032804
"1197",1353,1995-08-14,46,2.0700622
"1198",1354,1995-08-14,92,1.0211269
"1199",1355,1995-08-14,87,1.0554357
"1200",1356,1995-08-15,47,2.0812585
"1201",1357,1995-08-15,45,2.1019466
"1202",1358,1995-08-15,87,1.0616028
"1203",1359,1995-08-15,89,1.0311891
"1204",1360,1995-08-15,87,1.0963501
"1205",1361,1995-08-15,94,1.0196767
"1206",1362,1995-08-16,44,2.048207
"1207",1363,1995-08-16,43,1.9658078
"1208",1364,1995-08-16,88,1.0419029
"1209",1365,1995-08-16,90,1.0059924
"1210",1366,1995-08-16,89,1.0676527
"1211",1367,1995-08-16,95,0.97761637
"1212",1368,1995-08-17,43,2.0698996
"1213",1369,1995-08-17,43,2.0917387
"1214",1370,1995-08-17,73,1.0825871
"1215",1371,1995-08-17,80,1.1113828
"1216",1372,1995-08-17,82,1.1395928
"1217",1373,1995-08-17,83,1.1104411
"1218",1374,1995-08-18,43,2.0197408
"1219",1375,1995-08-18,42,1.992671
"1220",1376,1995-08-18,87,0.97906536
"1221",1378,1995-08-18,85,1.0503644
"1222",1379,1995-08-18,93,1.0295823
"1223",1380,1995-08-19,45,2.056737
"1224",1381,1995-08-19,44,2.0769963
"1225",1382,1995-08-19,86,1.1178412
"1226",1383,1995-08-19,87,1.0446588
"1227",1385,1995-08-19,84,1.0754682
"1228",1386,1995-08-20,44,2.0191312
"1229",1388,1995-08-20,45,1.9971912
"1230",1389,1995-08-20,43,2.0683548
"1231",1390,1995-08-20,90,1.0178838
"1232",1391,1995-08-20,88,1.0028656
"1233",1392,1995-08-21,48,2.0934587
"1234",1393,1995-08-21,43,2.0147429
"1235",1394,1995-08-21,43,2.0916393
"1236",1396,1995-08-21,86,1.069136
"1237",1397,1995-08-21,87,1.0389309
"1238",1398,1995-08-22,46,2.0866208
"1239",1399,1995-08-22,42,1.9922843
"1240",1400,1995-08-22,88,1.0141071
"1241",1401,1995-08-22,86,1.0672392
"1242",1402,1995-08-22,88,1.0353901
"1243",1403,1995-08-22,88,1.0103076
"1244",1405,1995-08-23,43,1.9720855
"1245",1406,1995-08-23,86,1.0951418
"1246",1407,1995-08-23,83,1.0599712
"1247",1408,1995-08-23,88,1.0526513
"1248",1409,1995-08-23,90,1.01742
"1249",1411,1995-08-24,41,2.1326706
"1250",1412,1995-08-24,83,1.1029805
"1251",1413,1995-08-24,86,1.1304071
"1252",1414,1995-08-24,88,1.0878044
"1253",1415,1995-08-24,85,1.1641103
"1254",1416,1995-08-25,43,2.1611845
"1255",1417,1995-08-25,42,2.0407798
"1256",1418,1995-08-25,83,0.99058896
"1257",1419,1995-08-25,77,0.9973445
"1258",1420,1995-08-25,81,1.1102371
"1259",1428,1995-08-27,39,1.9681113
"1260",1430,1995-08-27,42,2.0862443
"1261",1431,1995-08-27,43,1.9834492
"1262",1432,1995-08-27,87,1.0384516
"1263",1433,1995-08-27,85,1.0263832
"1264",1434,1995-08-28,43,2.1062949
"1265",1435,1995-08-28,41,2.0903862
"1266",1436,1995-08-28,40,2.107112
"1267",1437,1995-08-28,43,2.0944197
"1268",1439,1995-08-28,84,1.1718023
"1269",1440,1995-08-29,46,2.0345142
"1270",1441,1995-08-29,45,1.9667567
"1271",1442,1995-08-29,86,1.0507847
"1272",1443,1995-08-29,89,0.98030967
"1273",1444,1995-08-29,89,0.96590453
"1274",1445,1995-08-29,89,0.98968416
"1275",1446,1995-08-30,44,2.065459
"1276",1447,1995-08-30,41,2.0203824
